troki {=troko, prefer ciklo or rota} G	wheel; round [anything ]
troklea G	pulley
troko 1G	wheel; round [anything ]
tromo {=tremulo} GX	quiver; tremble
trompa 1++	trunk {animal}
trompeta 1+	bugle; trumpet
tropi 1++G	turn; revolve; rotate; round [go ]; spin
tropi a 1+	refer
tropi-ru 1	screwdriver
tropika 1++G	tropical; tropics; excessive
trosulu G	cockscomb; fop
troto G	wounded
trova 1+	find; locate
trovi {=trova, prefer detekti} X	find; locate
troxalis G	grasshopper
trua {=trula} X	dipper; ladle; skimmer
trucido	butcher {v}
trude	thrust
truka 1+	lorry; truck
truku	cruel; savage
trula	dipper; ladle; skimmer; spoon [stirring ]
trunka +	trunk {tree}; truncate; maim
trunko {=trunka} 1X	trunk {tree}
trupa	troup
trust	trust {business}; cartel
truta 1+	trout
trutina	balance; scales {weighing}
Tsigano 1+	gipsy; gypsy
tu 1++	you {singular}; your {singular}; yours {single}; thou
tualeta 1	toilet
tuberkula	tubercle
tuberkulosis 1	tuberculosis
tubero	bulb; swelling
tubi 1++	tube; pipe; conduit; hose; pipeline; tube [the ] {underground}
tubi-fini 1+	nozzle
tubi-pe 1+	plumber
tugurio	hut {rural house}; cottage
tuid 1	tweed
tulipa 1+	tulip
tum	then
tumba	grave {tomb}; tomb
tumo 1++	swell {v}; bulge; lump {on body}; swelling; swollen; tumor; tumour
tumo {take muski} 1X	moss
tumultu 1+	tumult; uproar
tumulu	tumulus
tunela {=tuneli} 1X	burrow; tunnel
tuneli 1+	tunnel; burrow
tunika 1++	dress; tunic
tura {take viagia} X	tour
tura-pe {take viagia-pe} X	tourist
turba 1++	disturb; bother; disorder; distress; disturbance; embarass; irritate; trouble; upset {trouble}; vex; worry
turba-ra 1	nuisance
turbana 1	turban
turbidi	turbid
turbina 1+	turbine
turbinato	top-shaped
turbulento	turbulent; stormy
Turdus 1+	thrush
turfa 1	turf
turgi	swell {v}
turi 1++	tower; turret
turio	shoot {plant}; sprout
tusi 1++	cough
tusilago	colts foot
tuto	defence; defend; defense; guard
u {before all consonants but h, else =un} 1++	a; an; the; one; any {=a(n)}
u bibli 1	a book
u-ci {'the here'} 1++	this
u-la {'the there'} 1++	that {pronoun}; yonder
u-la kron 1++	then
u-la-tem 1+	then
u-mi 1++	mine
u-mi [id es ] 1	mine [it is ]
u-na [is es ] 1	ours [it is ]
u-tu 1++	yours {single}
u-vi 1++	yours {plural}
ubera	udder; teat
ubi	where?
udae G	on the earth; earth [on the ]
udamino G	good for nothing
udo	shoe {sock}; sock {shoe}
uest 1+	west; occidental; western
uesta {=uest} 1X	western; occidental
ueste {=uest} 1X	west
ulcera	ulcer; sore
uliginoso	marshy; sodden
ulio G	baneful; deadly
Ulmus 1+	elm
ulo G	gums
ultima 1++	last {ultimate}; ultimate; farthest; final; latest {last}; utmost
ultra 1++	beyond; ultra
ultra- 1+	{prefix:} beyond; beyond {prefix}; ultra-
ulula 1+	growl; howl; screech; wail; whine
ulva	sedge
um 1	hum
umbela	sunshade
umbilikus	navel
umbo	knob
umbra 1++	shade; shadow
umbrela	umbrella
un {before vowels and h, else =u} 1++	a; an; the; one; any {=a(n)}
un idio andro 1	the very man
unci {=unki} X	hook
uncinato	barbed; hooked
unda 1++	wave; undulate; billow
unda [mega ] 1	billow
unda [pusi ] 1	ripple
unda longi 1	wavelength
undu {=unda} 1X	wave; billow; undulate
undula {prefer pusi unda}	ripple
undulata {take unda (longi)} X	wave along; undulate
ungu 1++	nail {finger}; hoof; claw; fingernail; talon; ungula
ungu {=face unktu, or take olea} X	anoint
ungua {=ungu} 1X	nail {finger}; fingernail; hoof
ungui {=ungu} X	fingernail
ungula {=ungu} X	nail {finger}; claw; fingernail; hoof
uni {=unio} 1X	unite
uni {=unita} 1X	unit; unity
uni {prefer mo}	one; whole [the ]
uni-ra 1	hyphen
uniforma 1++	regular; uniform {regular}; homogeneous
uniforma-ve 1	uniform {clothes}
uniformi {=uniforma} 1X	regular; uniform {regular}; homogeneous
unika 1+	unique
unio 1++	meet {by appointment}; assemblage; assembly; meeting {by appointment}; rendezvous; union; unite
unio se ko 1+	join {meet}
unita 1++	unit; unity
universa 1++	universe; universal
universita 1++	university
unka {=unki} X	hook
unki 1++	hook
unktu	anointed
unktu-ma 1+	ointment
uno{-} 1++	any {any/some}; any- {any/some}; some; some-
uno-lo 1++	somewhere
uno-mode 1++	somehow; someway
uno-pe 1++	somebody; anybody {somebody}; anyone {someone}; someone
uno-ra 1++	something; anything {=something, a thing, act or quality undefined or unspecified}
unus {=uni, prefer mo} X	one; whole [the ]
upupa	hoope
ur{-} 1++	original
ura 1G	tail {n}
urani 1++G	heaven; sky
urani flasc 1	lightning
urani-veli 1	kite
urba 1+	town; urban; municipal
urba aqa-va 1	reservoir
urba via 1	street
urba-cefa 1++	mayor
urcei	jar; urn
ure {=busti, prefer piro} X	burn {v}
uredo	blast {botanic}; blight {botanic}
urens {prefer piro}	burning; stinging
uretra	urinary canal
urge 1++	urge; emergency; press for; press {urge}
urigo G	heat [lustful ]; lustful heat
urina 1+	urinate
urna	urn; ballot box {urn}
ursu 1++	bear {animal}
Ursus	bear {animal}
Urtika 1+	nettle; sting-nettle; stinging-nettle
usa	wear out
usti {=busti, prefer piro} X	burn {v}; combust
ustici	scorched color
ustilago	smut disease
usto {=busti, prefer piro} X	burn {v}; combust
usu	custom; use
usuali 1+	usual; usually; everyday; regular
usufru	usufruct; enjoy the use of
usura	usury [practice ]
usurpa	usurp
uter	either one or other
uteri 1+	uterus; womb
utero {=uteri} 1X	womb
uteru {=uteri} X	uterus; womb
uterus {=uteri} X	uterus; womb
uti 1++	use; disposal [have at one's ]; employ; treatment; useful; using; utilize
uti holo 1+	exhaust
uti u programa	run a programme; programme [run a ]
uti-pe 1+	user; end user
uti-ple 1	useful
utili {=uti} 1X	useful; use
utri	leather bag
uva 1+	grape
uvido	damp; moist; wet
uvula	uvula
uxori	wife
"V-sek {pronounce like ""vay-sek""} 1"	notch
va[-] {short affix form of vasa} 1	container; jar; pot {vase}; receptacle; vase; vessel {container}
va-bovi 1	corned beef
vacila	vacillate
vacini	vaccine
vada {=vade} 1X	wade
vade	move; wade; rush
vade {=vadu} X	ford
vadoso {prefer a description like ple de plu vadu}	shoals {shallow places} [full of ]
vadu 1+	ford; shallow place; shoal {shallow place}
vafro +	artful; clever; cunning
vaga 1++	wander; ramble; roam; rove
vaga-pe 1	nomad; tramp {vagabond}; vagabond
vagabunda	vagabond; stroll about
vagi	cry; whimper
vagina 1+	vagina; sheath; case {container}; pod; scabbard
vagona 1++	car; auto; automobile; carriage; vehicle; wagon
vagona-do 1++	garage
vagona-parka 1	car-park
vaka	cow
vakina 1	vaccinate
vaku 1++	empty; blank; vacancy; vacant; vacuous; vacuum
vakuo {=vaku} 1X	empty; vacuous; vacuum
vale 1++	farewell; good-bye; goodbye; healthy; healthy [be ]; well {adj}; well [be ]
valea {=vali} X	valley
valetudino	infirm [be ]
valgo	bowlegged
vali 1++	valley; vale
validi +	valid; sound {well}; strong
valisa	travel-bag
valores	stocks and shares
valu 1++	value; deserve; esteem; estimate; merit; reckon {estimate}; worth; worth [be ]
valuta 1++	money; cash; fee; fund
valuta puni 1	fine {punishment}
valuta sporta 1	gamble
valva 1++	valve; tap {valve}; faucet; leaf {of door}
valvula {=valva} X	tap {valve}; valve; leaf {of door}
valza 1	waltz
vampira	vampire
vana	winnow
vandali	vandal
vanesce 1+	vanish
vaneske {=vanesce} X	vanish
vangloria	bragging
vani 1++	vain; arrogant; empty {vain}; futile {action without result}; pointless; useless; vain [in ]; vanity; worthless
vanidiku	liar
vanila 1+	vanilla
vaniti {prefer vani}	vanity
vano {=vani} 1X	futile {action without result}; vain [in ]
vanta	vaunt; boast
vanu	fan {thing for fresh air}
vapo	poach egg
vapo 1++	steam; vapor; vapour; evaporate
vapo-rota 1	steam-turbine
vapo-va 1+	kettle
vapori {=vapo} X	steam; vapor; vapour
vapula	flog
vari 1++	vary; change; variance; variation; variety; various; varying
varia {=vari} 1X	vary; change; variance; variation; variety; various; varying
variegata	varigated
variola	smallpox
varix	varicose vein
vasa[{-}] {in compounds also -va} 1++	container; jar; pot {vase}; receptacle; tank; vase; vessel {container}
vaskulu	vascular; vessel {anatomical}
vaso {=vasa} 1X	container; vase; vessel {container}
vastu	waste {desert}; empty {waste}
vasu	servant
vati	soothsayer
vaticina	prophesy
ve[-] {short affix form of vesti} 1++	clothe; clothing; dress; garment
ve-lava-lo 1+	laundry
ve-tena-mo 1+	wardrobe
vegeta 1++	vegetable
vei {=vekto} X	carry {move}
veikula	vehicle
vekti 1	bar; lever
vekto 1	carry {move}
vektor	vector; carrier
vela 1+	veil
vela {=veli} X	sail
veli 1++	sail; vane {of windmill}
veli {=vela} X	veil
veli-navi 1	yacht
velia	awake [stay ]
veloci 1+	fast; velocity; rapid; speed; swift {quick}
veluta 1+	velvet
vend a non-ami 1++	betray
vendo 1++	sell; sale
vendo-lo 1+	market; market-place
vendo-pe 1+	dealer; merchant; salesman; salesperson; saleswoman; seller; trader
vendo-ra 1	wares
vendo-tem	sale
veneni	poison; venom
venera 1	reverence
veneri	Venus
veneri-di	Friday
venge 1	revenge; revenge on [take ]; vengeance
veni 1++	come; arrival; arrive
veni a 1++	arrive at; come to; catch up with; overtake; reach
veno 1+	vein
venomo 1	venom; poison
venti 1++	wind {air}; ventilate
venti moli 1	windmill
ventila 1	fan {ventilate}; ventilate; ventilation
ventra	belly
ventrikulo {=ventra} X	belly
veranda 1	verandah
verba 1++	word
verba-bibli 1++	dictionary
verba-lista 1++	vocabulary; dictionary
verbi {=verba} X	word
verbi-bibli {=verba-bibli} X	dictionary
verdi 1	green; verdant; verdure
verdua {=verdi, prefer kloro} X	green; verdant; verdure
verge	verge {rod}; rod
vergi {=verge} X	verge {rod}; rod
veri 1++	true; truth; correct; genuine; indeed; sincere; truly
veri [dice ] 1	right [be ]
verifi 1++	check; check {verify}; proof; verify; verify {check}
vermi 1++	worm; vermin
verna 1	spring {season}
vernisa 1	varnish
versatili	versatile; changing [easily ]
versi 1++	return; go back; back [go ]; back to begin; back to start; back {reverse}; draw back; replace; restore; reversal; reverse; revert; turn; turn around; withdraw
versikolora	various colors
versio	version
versuto	crafty; sly
verte 1+	invert; upside down; inside out; invert; overturn; revert; turn upside down
vertebra	backbone
vertex	peak; top
vertigo 1+	vertigo; dizzy; giddiness
vertika 1	vertical; erect; upright
vertiko {=vertika} X	vertical
vertiko-verte	inside-out; upside-down
veruka	wart
verve	animation; zest
vervex	stupid fellow
vesa +	insane; mad
vesiko {=vesikula} X	bladder; blister
vesikula 1+	bladder; blister
vesko	eat
vesku	weak; poor; thin
vespa 1+	wasp
vespera 1++	evening
vespera-vora 1++	supper
vespertilio	bat {animal}
vesti 1++	clothe; clothing; dress; garment
vesti [plu ] 1	raiment
vesti-fa 1++	suit {clothes}; costume; kit {clothes}
vesti-ka 1	vestry
vesti-pe 1+	tailor
vestibula {=vestibulo} 1X	entrance hall; vestibule
vestibulo 1+	entrance hall; hall; vestibule
vestigia 1	trace; aftertaste; footprint; track
veterano	old soldier; veteran
veto 1++	forbid; prohibit; prohibition; veto
vetu	old
vex {=vexa} X	worry; annoy; vex
vexa 1++	worry; annoy; bother; disturb; molest; nettle {annoy}; rile; vex
vexa-ra 1++	nuisance
vexila	flag; standard {flag}
vi 1++	you {plural}; your {plural}; yours {plural}
vi-ci 1	here is; here are
vi-la 1	here is; here are; there is; there are
via 1++	way {road}; path; road; street; track
via milita 1	street brawl
via-ra 1+	buoy
viagia 1++	voyage; journey; travel; tour; trip {journey}
viagia-pe 1++	passenger; tourist
vibex	mark; weal
vibi	board; plank
vibra 1++	vibrate; shake; swing; vibration
vibrisa	whisker {tactile}
vice 1++	vice {in place of}; instead; instead of; behalf; replace; substitute; turn [your ]
vice regi 1	regent
vice-pe 1+	substitute person
vice-presidenta 1+	vice-president
vice-principali 1	vice-principal
vice-ra 1+	substitute
vice-verba 1+	pronoun
vicina	neighborhood; vicinity
vicisi +	other hand [on the ]
vid {=vide} X	see {look}
vid-abili	visible
vide 1++	see {look}; look; view; vision
vide-lo 1+	point of view
vide-valu	worth seeing; seeing [worth ]; remarkable {worth seeing}
vide-valu-ra	object of interest; interest [object of ]; curiosity {worth seeing object}; sights {worth seeing object}
vidua 1+	widow
vieto	shrunken; wrinkled
vigi 1++	awake; wake; alert; wake up; waken
vigila	vigilant; awake; watching
viginti	twenty
vigo 1+	vigour; flourish; grow; prosper; thrive
viki 1++	village; wick[-] {village}
viktima {=viktimi} 1X	victim
viktimi 1++	victim
vikto 1++	victory; win {victory}; conquer; defeat; prevail; vanquish
vikto-ra 1	trophy
viktualia +	provisions
vila	villa
vilage {French}	village
vili +	cheap; worthless
vilo	fur; hair {shaggy}; shaggy; tuft {hair}
viloso {=vilo} X	shaggy
viluta {=veluta} X	velvet
vimina	pliant twig
vina {=vini} X	wine
vinagra 1+	vinegar
vindemia	harvest grapes
vindika	avenge; justify
vini 1++	wine
vini-karpe 1*	vintage
vinia {prefer viti-lo}	vineyard
vinki	bind
vinko {=vikto} X	conquer; defeat; prevail; vanquish; victory; win
vinkulo	binding stuff
vino {=vini} 1X	wine
Viola Trikolor 1	pansy
viole 1++	violate; violent; violence; assault; attack; rape
violeta 1	violet
violina 1++	violin
vipera	viper; adder; snake
virga 1+	rod; stick {baton}; stick {branch}; stick {rod}; wand
virgo 1+	virgin
viri 1+	man; virile; husband; male
viridi {prefer kloro}	green; verdant; verdure
virili {=viri} X	virile; male
virtu 1+	virtue
viru	danger; poison
virus +	virus
vis	force; strength
visabili 1	visible
viscera	internal organs
visio 1+	vision
visit-pe 1	visitor
visita 1++	visit
viski +	sticky; viscous
vista 1++	vista; view; visible; outlook; perspective; prospect; scene; scenery; seeing; seen {the}; sight; spectacle; view {n}
vit 1	vital
vita 1+	life; lifetime; living
vitamina 1	vitamin
viteli	egg yolk; yolk
viti 1+	vine; grape-vine
viti-lo 1+	vineyard
vitia	corrupt
vitri 1++	glass
vitri lami 1	pane
vitri lamina 1	pane
vitrina	window [shop ]
vitula	heifer
vitupera	blame; scold
vivaci	lively
vive 1++	live; alive; conscious; lively
vive-ra 1++	being {n}; creature
vivera	ferret
vivi 1	vivid; alive; lively; living
vivido {=vivi} X	vivid
viviparo	bear living young
vix +	hardly; scarcely; difficulty [with ]
vo	want; wish
voci 1++	shout; bark {dog}; bawl; bellow; call; call {shout}; exclaim; proclaim; roar; scream; screech; yell
voci tristi 1+	wail
vocifera	shout
voga +	fashion
voka 1++	voice; vocal
vokabulari	vocabulary
vokali 1++	vowel
vola 1++	fly {v}; flight; haste [make ]; hurry; quick [be ]; rush
volatili	volatile; evaporating
volt	volt {electricity}
volta	jump over; vault {jump}
volta {=volt} X	volt {electricity}
voltage 1	voltage
volu 1++	will; want; desire; going to [be ]; impulse; intend; need; require; voluntary; willing; willingness; wish
volu akti 1++	mean {intend to do}
volu dice 1++	mean {intend to say}
"volu dona auxi {Only ""volu auxi"" would be ambiguous! Also possible: ""volu un auxi""}"	want help
"volu gene auxi {Only ""volu auxi"" would be ambiguous!}"	want to help
volu-pe 1	volunteer
volubili	flowing
volumi 1++	volume {space}; capacity; room; space; volume {amount}
volunta	will
voluptuo	delight
voluta	spiral
volva	cup-shaped
volve 1+	roll {turn}; rotate; round [go ]; revolve; turn {roll}
vomeri	plough-share
vomi {=vomita} X	vomit; throw out
vomita 1+	vomit; throw out
vora 1++	eat; devour; meal
vora gra 1	graze
vora mo 1++	breakfast
vora-baci 1	chopstick
vora-do 1++	restaurant
vora-ka 1	dining room
vora-kron 1	mealtime
vora-te 1	napkin
voracio	voracious; gluttonous
vorago	abyss; chasm; whirlpool
vortex {=vortika} X	whirlpool
vortika	whirlpool
vota {=voti} X	vote
voti 1++	vote
vulga 1++	common; ordinary; vulgar
vulga lingua 1	vernacular
vulkani 1+	volcano
vulne 1++	wound; injure; injury; lesion
vulne-te 1	lint
Vulpes 1+	fox
vulpi {=Vulpes} 1X	fox
vulsi	pluck {pick}
vultu	expression; look
vultura 1+	vulture
vulturi {=vultura} X	vulture
vulva	sheath; wrapper
wiski 1	whisky
x-radia 1	x-ray
xanto 1++G	yellow; blond; yolk
xeno 1++G	foreign; strange; alien; bizarre; novel {strange}; odd {unusual}; queer; unusual
xeno-pe 1++G*	foreigner
xero 1G	dry
xesto G	planed; smooth
xifo G	sword
xilo 1G	wood {substance}; lumber; timber; wooden
xino G	common
xisto G	colonnade [covered ]
ze {prefer long form zero} 1	zero; nil; null
ze[-] 1+G	ty[-] {X ten}; zero
ze-ra 1	nothing
Zea 1++G	cob; maize
zea frukti 1G	cob
zebra 1	zebra
zefiro G	wind [west ]; west wind
zelo 1++G	zeal; zealous; enthusiastic; ardor; eager; enthusiasm; keen
zelo atende 1+	looking forward to [be ]; forward to [be looking ]
zeloso {take kako-zelo} GX	jealous; jealousy
zema G	decoction
zemia G	damage; loss
zenit G	zenith
zeo G	boil
zero 1++	zero; naught; nil; no; none; nothing; nought; null
zete 1G	search; seek
zeteta G	searcher; seeker
zeugo G	team
Zeus G	Zeus {chief Greek god}
zigazaga 1+	zigzag
zigo 1++G	join {connection}; connect; yoke
zigoma G	bar {belt}; belt
zigzaga {=zigazaga} X	zigzag
zil G	mustard plant
zima 1+G	yeast; dregs; ferment; leaven; lees; winelees
zimo {=zima} 1X	ferment; leaven; yeast
zingiber {=zingibera} GX	ginger
zingibera 1+	ginger
zink 1+G	zinc
zinzinulo G	chirp
zo[-] {short affix form of zona} 1+G	ring {circular band}; belt; girdle; hoop; zone
zoa 1++G	animal; beast
zoa-eko 1++	den
zoa-iatri 1+	veterinary
zoa-lo 1+	lair
zoa-parka 1+	menagerie; zoo
zoa-sperma 1*	semen
zoe G	life
zofo G	dusk; gloom
zomo G	broth; soup
zona 1++G	zone; belt; ring {circular band}; circumference; girdle; hoop
zostero {prefer zona} G	belt; girdle
u {before all consonants but h, else =un} 1++; un {before vowels and h, else =u} 1++	a
u bibli 1	a book
mo-bi-ze 1	a hundred and twenty
pre meso-di 1++*; antemeridia {prefer pre meso-di}	a. m.
cede 1++; sto 1++; abandona 1	abandon {give up}
ki ab 1++; linqi 1++; abandona 1	abandon {go away}
ge-linqi 1; derelikta	abandoned
religio-do 1++; abe 1+	abbey
brevi 1++	abbreviate
brevi 1++	abbreviation
abdomina 1	abdomen
tolera 1++	abide {endure}
dura 1++	abiding
abili 1++; arti 1++; pote 1++; fakulta	ability
linqi 1++; abandona 1; abjura	abjure
piro 1++G; busti 1+	ablaze
abili 1++; pote 1++; praxi 1++; hikano G	able
epi navi 1	aboard
nuli 1++; sto 1++; aboli	abolish
bdelikto G	abominable
fini 1++; nuli 1++; sto 1++; aborti	abort
brio 1+G; tena poli 1; abunda; pletora G	abound
cirka 1++; de 1++; proxi 1++	about
ci e la 1	about {as in 'jump about'}
cirka 1++	about {location}
supra 1++; hiper 1+G	above
supra- 1+; hiper- 1G	above {prefix}
su toto 1; supra toto 1	above all
lat a latu 1	abreast
extra landa 1++; apo-landa	abroad
subito 1++; abrupti	abrupt
toxi-tumo 1	abscess
ab 1++; absenti	absent
ne ci 1; ne la 1	absenti
holo 1++G; absoluti 1	absolute
libe 1++; absolve	absolve
pardo 1++; absolve	absolve {from sin or guilt}
trakto in 1++; tira in 1; sorbe	absorb
nega 1++; sto 1++; tena se ab 1; abstine	abstain
mero 1++G; sumari 1+; abstrakti +; psiko-idea 1G; resume	abstract
fatuo 1++; stupidi 1++; absurdi	absurd
atopia G	absurdity
pletora G	abundance
mega 1++G; multi 1++; poli 1++G; dapsili G; pletora G	abundant
exubera	abundant [be ]
mal-uti 1+; abusi	abuse
kavita 1++; lakuna 1++; fora [mega ] 1; baratro G; gorgo G; gurgita; hiatu G; vorago	abyss
akademi *1+G	academy
bali 1++G; acelera	accelerate
emfasi 1+G; idio dice 1+; toni 1+; acenta	accent
cepti 1++; acepti {prefer cepti}	accept
acesi +; in-lo 1; in-via 1	access {entry}
gene 1++G; acesi +	access {get}
acesi +	access {right or opportunity}
mal-acide 1++	accident
celebra 1++; aklama	acclaim
kamera 1++	accomodate
ki ko 1+; akompani	accompany
sucede 1++; reali 1++; akti 1++; gene 1++G; kompli 1+	accomplish
akorda 1++	accord
akorda 1++	according to
akorda-co	accordingly
akosta	accost
konto 1++; stori 1+	account
kumu 1++; mole 1; soru 1; akumula	accumulate
exakti 1++; kura 1++	accurate
etio 1++G	accusation
akusa +; kulpa 1	accuse
sti more 1++; akostuma; habitua	accustom
suetu	accustomed
sole	accustomed [be ]
ase	ace
algo 1++G; dura algo 1; dolo {prefer algo} 1	ache
kompli 1+	achieve
akidi 1++; oxi 1+G	acid
akuto 1++	"acid {""sharp"" taste}"
akorda 1++; rekogni 1++	acknowledge
glandi 1+; adeno 1; balano G	acorn
akusti 1G	acoustic
akusti 1G	acoustical
akusti 1G	acoustics
ne-ami 1	acquaintance
kognoske +	acquainted with [become ]
aqieske	acquiesce
gene 1++G; prokura 1+; aqire	acquire
akrimoni	acrimony
akrobati 1+G	acrobat
dia 1++G; horizo 1++G; trans 1++	across
trans- 1+	across {prefix}
akti 1++; praxi 1++; dra 1	act
drama 1+G	act {theatre}
praxi 1++; histrio G	acting
akti 1++	action
ambiti	action rage
akti 1++; aktivi 1++	active
drama-pe 1++	actor
drama-an 1++	actor {male}
drama-fe 1++	actress
reali 1++; aktuali	actual
praxi 1++; aktua	actuate
akidi 1++	acute
ad hok	ad hoc
ad libe	ad lib
gru 1++; adapta 1+; kongru {prefer gru} 1; akomoda	adapt
adi 1++; suma 1++	add
adenda	added things
vipera	adder
plus 1++	additional
eko 1++G; eko-lo 1++G; adresa 1+	address
adepto	adept
deko 1++; sati 1++	adequate
hesi 1++; adhesi +; kolo 1	adhere
hesi 1++; adhesi +; kolo 1	adhesive
deskribe-verba 1+	adjective
proxi 1++; konfina	adjoin
kontigu	adjoining
fu 1++	adjourn
adjura	adjure
ma-boni 1++; konformi 1+; adjusta +; disposi 1; akomoda	adjust
adjusta +	adjustment
kura 1++	administer
administra	administrate
manu-pe 1++; administra-pe	administrator
mira 1++; admira 1	admiration
mira 1++; admira 1; mega lauda 1	admire
lice 1++	admissible
permito 1++	admission
konfesi 1++; permito 1++; las in 1	admit
permito 1++	admittance
ge-konfesi 1	admittedly
monito 1++; admoni	admonish
cepti 1++; adopta 1	adopt
fo-amo 1++; fo-filo 1G	adoration
adora 1++; latri 1+G	adore
orna 1++; adorna	adorn
adula	adulate
matura-pe 1++	adult
adultera	adulterate
adumbra	adumbrate
avanti 1++	advance
auxi 1++; profito 1++; katalisi 1+G; avantage	advantage
excite viagia 1++; aventura 1+	adventure
adverba +	adverb
publika 1++; adverti	advertise
publika 1++; adverti	advertisement
konsili 1++; monito 1++	advice
konsili 1++; monito 1++; koncilia 1+	advise
lega-konsili-pe 1	adviser [legal ]
lega-pe 1+; advokato	advocate {n}
advokato	advocate {v}
aero-bio	aerobe
aerodroma 1	aerodrome
aeroplana 1++	aeroplane
tele 1++G	afar
afabili	affable
pragma 1++G; ra[{-}] 1++	affair
influ 1++; muta 1++; afekti 1+; sti muta 1	affect
fastidio 1+; bauko G	affected
amo 1++; afekti 1+; filo 1+G	affection
afidavi	affidavit
afilia	affiliate
aflikti	afflict
habe sati tem 1++; habe sati valuta 1++	afford
boia	afloat [keep ]
este fobo 1++G; sensi fobo 1G	afraid
re 1++	afresh
po 1++; post {prefer po} 1; histero G	after
po- 1+G; post- {prefer po-} 1	after {prefix}
po meso-di 1++	after noon
po meso-di 1++	afternoon
trace 1; vestigia 1	aftertaste
po-co 1++	afterwards
itera 1++; re 1++	again
anti 1++G; kontra 1++	against
anti- 1+G	against {prefix}
agati G	agate
eva 1++	age
paleo 1++G	aged
agenda 1G	agenda
agenti 1++G	agent
agrandi	aggrandize
ma-mali 1++	aggravate
agili; preste	agile
agita 1+	agitate
ge-turba 1	agitated
tirbasta G	agitator
agnosti	agnostic
pre 1++; retro 1++; previo {prefer pre}	ago
pre 1++	ago [a little while ]
agoni 1+G	agony
agraria	agrarian
akorda 1++; gru 1++; nuta 1+; kongru {prefer gru} 1; konsenti	agree
dulce 1+; hestiko G	agreeable
ja 1++	agreed!
harmoni 1++G	agreement
harmoni 1++G	agreement [have an ]
agrikultura 1++	agriculture
agronomi G	agronomy
ante 1++; avanti 1++	ahead
auxi 1++; katalisi 1+G	aid
buta 1++; fini 1++; tende 1++; te {short form of tende} 1+; stoko +G	aim
aero 1++G; gasi 1++; atmo 1G	air
silfa G	air spirit
aero-naut	airman
aeroplana 1++	airplane
aeroportu +	airport
aero-navi	airship
ansato	akimbo
fobo 1++G; alarma	alarm
tristi 1++	alas
albino	albino
album 1+	album
albumini	albumen
alkoholi 1++	alcohol
alkova	alcove
alnus; kletro G	alder tree
bira 1++	ale
prepara 1++; vigi 1++; alerta	alert
alga G	alga
algo 1++G	algia[-]
xeno 1++G; aliena 1	alien
piro 1++G; busti 1+	alight
alinea	align
homo 1++G; simi 1	alike
vive 1++; vivi 1	alive
panto {or short form pan} 1++G; pan {short form of panto} 1+G; omni 1	all
pasi G	all [for ]
no-defekti 1	all right
alega	allege
parabola 1+G	allegory
alevia	alleviate
steno-via 1++; laura G	alley
panacea G	all-heal
aligatora 1	alligator
alitera	alliterate
mero agri 1	allotment
alotropi G	allotrope
lase 1++; permito 1++	allow
lice 1++	allowed [be ]
aligato	alloy
alude	allude
sirto G	alluvia
panorama 1G	all-views
asocia 1++; auxi-pe 1	ally {person}
asocia 1++; auxi-demo 1G	ally {state}
asocia 1++	ally {v}
almanak	almanac
amigda 1+G	almond
proxi 1++; pene	almost
doro a pove-pe 1+; almo G	alms
alti 1++	aloft
solo 1++; solita {prefer solo}	alone
longi 1++	along
proxi 1++	alongside
fono 1++G; soni 1++; audi-abili 1+	aloud
alfa G	alpha
alfa-beta +G	alphabet
Alpi	Alps
pre-nu 1++; jam +	already
Alsacia	Alsace
plus 1++; plus-co 1++; ko-co 1+	also
Alt klavi	Alt key {computer}
Teo tabla 1	altar
muta 1++; meta G	alter
meta- G	alter {prefix}
alterna 1++	alternate
alo 1++	alternative
alterna 1++; anti 1++G; anti-co 1++	although
alti 1++; hipso 1G	altitude
numera panto-pe 1++; numera panto-ra 1++	altogether
altruismo G	altruism
aluminium	aluminium
panto-tem 1++*; pan-tem {prefer panto-tem} 1+; panto-kron 1G; semper 1; panto kron {prefer panto-kron} 1G	always
pre meso-di 1++*; antemeridia {prefer pre meso-di}	AM
es 1++	am
pre meso-di 1++*; antemeridia {prefer pre meso-di}	am {time}
amalgama	amalgam
kumu 1++; masi 1+	amass
amo-pe 1+; amateuri	amateur
mira 1++; stupe 1+; sti mira 1	amaze
mira 1++; stupe 1+	amazement
ambasadora 1++	ambassador
ambra G	amber
peri 1++G	ambient
ambiguo	ambiguous
fo-volu 1++	ambition
ambitio	ambitious
ambula 1++	amble
ambrosia G	ambrosia
pato-vagona 1	ambulance
imboska; subsesa	ambush
meliora 1+; bonifika	ameliorate
amen 1	amen
ami 1++	amiable
meso 1++G; medio 1+	amid
mali 1++	amiss
inter 1++	among
qantita 1++; amonta	amount
Ampere	Ampere
amfibio G	amphibious
amfiteatra G	amphitheatre
lati 1++; plati 1++G; sati 1++; ampli	ample
amplifi	amplify
amplituda	amplitude
amputa	amputate
amusa 1++	amuse
amusa 1++	amusement
u {before all consonants but h, else =un} 1++; un {before vowels and h, else =u} 1++	an
anakrono G	anachronous
anaerobi G	anaerobe
anagrama G	anagram
analgesia G	analgesia
analogi G	analog
analogi G	analogous
analogi G	analogue
analogi G	analogy
analisi G	analyse
lisi 1++G	analysis
anarki G	anarchy
anatema G	anathema
anatomi G	anatomy
